60,NVM,1,128,0,184,8206877975.53271,906.0738552869587,708660154.4,5269623.5304681985
61,NVM,1,128,1,184,8206877975.53271,906.0738552869587,704796809.2,5240895.550426089
62,NVM,1,128,3,184,8206877975.53271,906.0738552869587,681528586.4,5067872.171564227
63,NVM,1,256,0,92,2677154502.08315,401.699461623644,362005224.00000006,389304.5889753739
64,NVM,1,256,1,92,2677154502.08315,401.699461623644,362359142.40000004,389685.19690064184
65,NVM,1,256,3,92,2677154502.08315,401.699461623644,350739775.59999996,377189.5959636009
66,NVM,1,512,0,46,1008913512.3952616,188.42280418397752,192107204.8,36520.024011911795
67,NVM,1,512,1,46,1008913512.3952616,188.42283518397753,187388636.80000004,35623.019181019634
68,NVM,1,512,3,46,1008913512.3952616,188.42278118397752,194584525.60000002,36990.96391115616
69,NVM,1,1024,0,24,462552567.1385071,93.84965096100262,111330056.00000001,4832.881926438837
70,NVM,1,1024,1,24,462552567.1385071,93.84964686100263,110504414.4,4797.0402872542445
71,NVM,1,1024,3,24,462552567.1385071,93.84966176100262,104724103.2,4546.115416135433
72,NVM,1,2048,0,12,259095457.0598125,48.96434787807434,77741180.33536129,986.2588270918592
73,NVM,1,2048,1,12,259095457.0598125,48.964364578074346,76797503.9353613,974.2872652706513
74,NVM,1,2048,3,12,259095457.0598125,48.964354178074345,83403610.7353613,1058.0950472826667
75,NVM,2,128,0,92,4917617112.453476,854.4766229408154,382502116.0,1607269.6315691276
76,NVM,2,128,1,92,4917617112.453476,854.4766229408154,382738041.6,1608260.988312863
77,NVM,2,128,3,92,4917617112.453476,854.4766229408154,376014214.0,1580007.5396198202
78,NVM,2,256,0,46,1872028036.7803385,395.49839514657555,214225604.8,158609.2282254707
79,NVM,2,256,1,46,1872028036.7803385,395.4984261465755,209035177.60000002,154766.33066721988
80,NVM,2,256,3,46,1872028036.7803385,395.49837214657555,221657447.20000002,164111.63651100648
81,NVM,2,512,0,23,816226145.6725262,189.7948853694468,126105107.2,19535.641756397108
82,NVM,2,512,1,23,816226145.6725262,189.7948896694468,126105115.2,19535.643438321746
83,NVM,2,512,3,23,816226145.6725262,189.7949001694468,137193814.40000004,21253.456563484317
84,NVM,2,1024,0,12,417348355.61071444,95.85191337181912,103337518.8,4133.876738108353
85,NVM,2,1024,1,12,417348355.61071444,95.85191877181913,99090828.0,3963.9938781493215
86,NVM,2,1024,3,12,417348355.61071444,95.85194297181913,104517264.80000001,4181.072161684293
87,NVM,2,2048,0,6,250485664.11000887,50.45224517356545,105466962.83536127,1332.8455072868671
88,NVM,2,2048,1,6,250485664.11000887,50.45224631356545,104995119.63536128,1326.8825885654621
89,NVM,2,2048,3,6,250485664.11000887,50.45224109356545,106882554.43536127,1350.735027693287
90,NVM,4,128,0,46,4095301980.4371934,841.8618748543022,258462404.79999998,891095.3027981555
91,NVM,4,128,1,46,4095301980.4371934,841.8619058543021,252328259.2,869946.7722974031
92,NVM,4,128,3,46,4095301980.4371934,841.8618518543021,275803290.4,950881.0770658872
93,NVM,4,256,0,23,1670746336.7009406,393.66363552730706,173998816.0,114441.12265813521
94,NVM,4,256,1,23,1670746336.7009406,393.66363982730707,173998824.0,114441.1291698758
95,NVM,4,256,3,23,1670746336.7009406,393.66365032730704,195468425.60000002,128561.9490128055
96,NVM,4,512,0,12,771765405.2569485,190.4417378258135,167274418.4,24585.382623577858
97,NVM,4,512,1,12,771765405.2569485,190.44174492581348,167274434.4,24585.38589178539
98,NVM,4,512,3,12,771765405.2569485,190.4417493258135,175532104.4,25799.068687676325
99,NVM,4,1024,0,6,410004718.65276134,96.59632940552328,190749297.60000002,7554.6165581803125
100,NVM,4,1024,1,6,410004718.65276134,96.59633405552327,186502524.79999995,7386.423685690479
101,NVM,4,1024,3,6,410004718.65276134,96.59633837552327,191810988.8,7596.665491417048
102,NVM,4,2048,0,4,308305150.39925426,62.203361328924494,303051703.2,5811.809395115731
103,NVM,4,2048,1,4,308305150.39925426,62.20335870892449,279458733.2,5359.352234616938
104,NVM,4,2048,3,4,308305150.39925426,62.20336541892449,287008538.4,5504.140092318649
105,NVM,8,128,0,23,3889723113.6794147,838.4236948326602,269786233.6,879836.5840241337
106,NVM,8,128,1,23,3889723113.6794147,838.4236991326602,269786241.6,879836.6146264151
107,NVM,8,128,3,23,3889723113.6794147,838.4237096326602,312017648.0,1017563.2120078614
108,NVM,8,256,0,12,1624137012.9461882,393.50877778249037,298451276.0,190743.84291693845
109,NVM,8,256,1,12,1624137012.9461882,393.5087848824904,298451292.0,190743.85658428632
110,NVM,8,256,3,12,1624137012.9461882,393.5087892824904,316146146.0,202052.85560155415
111,NVM,8,512,0,6,782878194.2260069,196.2320647645388,389402020.79999995,59822.198724038644
112,NVM,8,512,1,6,782878194.2260069,196.23206941453878,377605500.79999995,58009.9502232244
113,NVM,8,512,3,6,782878194.2260069,196.23207373453877,390463712.0,59985.30463078123
114,NVM,8,1024,0,4,528149824.42900056,125.06412722381678,619669226.4,40930.761582842846
115,NVM,8,1024,1,4,528149824.42900056,125.0641246038168,573427014.8000001,37876.3426297593
116,NVM,8,1024,3,4,528149824.42900056,125.06413131381679,588526567.1999999,38873.7093416115
117,NVM,8,2048,0,3,773921251.4433255,158.3385482360978,1001875178.4,122771.35470289568
118,NVM,8,2048,1,3,773921251.4433255,158.3385406560978,999043991.2,122424.41072508266
119,NVM,8,2048,3,3,773921251.4433255,158.3385432060978,996802684.0,122149.75940810145
